序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
13909,004127,鹏华丰康债券A,2026-05-07,1.1125,1.4252,0.01,0.0,0.22,0.76,1.43,1.97,4.78,8.82,1.15,48.22,1.8535,0.08%
13910,003461,嘉实稳元纯债债券A,2026-05-07,1.209,1.338,0.02,0.01,0.24,0.83,1.36,1.97,4.78,8.45,1.26,36.74,1.8706,0.08%
13911,004907,长安泓沣中短债债券A,2026-05-07,1.1618,1.4073,0.02,0.03,0.17,0.55,0.92,1.97,4.49,9.16,0.78,42.46,1.9391,0.04%
13912,006834,工银尊享短债债券A,2026-05-07,1.1569,1.2199,0.01,0.01,0.23,0.73,1.04,1.97,4.27,7.45,0.87,22.59,1.9205,0.04%
13913,007754,上银慧永利中短期债券A,2026-05-07,1.0584,1.1722,0.01,0.01,0.17,0.66,1.11,1.97,4.68,9.12,0.91,18.15,1.9226,0.04%
13914,008506,浙商中短债C,2026-05-07,1.1343,1.1681,0.0,0.0,0.15,0.62,1.04,1.97,4.76,11.73,0.89,16.82,1.934,0.00%
13915,012591,广发添财180天滚动持有债券A,2026-05-07,1.1518,1.1518,0.01,0.01,0.17,0.61,0.95,1.97,4.84,8.48,0.78,15.18,1.9202,0.04%
13916,015517,建信鑫恒120天滚动持有中短债债券C,2026-05-07,1.1158,1.1158,0.0,0.02,0.18,0.65,1.07,1.97,4.27,7.34,0.89,11.58,1.9461,0.00%
13917,015414,华宝宝隆债券A,2026-05-07,1.0627,1.1047,0.03,0.01,0.2,0.85,1.49,1.97,5.84,9.41,1.28,10.55,1.8204,0.08%
13918,017124,景顺长城景泰臻利纯债债券C,2026-05-07,1.0851,1.1014,0.03,-0.04,0.25,0.84,1.41,1.97,4.67,9.2,1.35,10.27,1.8682,0.00%
13919,020447,鹏华双季红180天持有期债券A,2026-05-07,1.0814,1.0814,0.0,0.0,0.15,0.66,1.1,1.97,7.46,,0.91,8.14,1.9035,0.04%
13920,020789,银华季季鑫90天持有期债券A,2026-05-07,1.0825,1.0825,0.01,0.01,0.18,0.6,0.99,1.97,,,0.77,8.25,1.9303,0.03%
13921,021387,永赢泰利债券B,2026-05-07,1.1486,1.1486,0.01,-0.08,0.15,0.83,1.29,1.97,5.43,,1.18,5.65,1.8624,0.06%
13922,021426,长城月月鑫30天持有债券C,2026-05-07,1.0351,1.0351,0.0,0.0,0.12,0.56,0.97,1.97,,,0.78,3.51,1.92,0.00%
13923,022002,平安中短债债券I,2026-05-07,1.1828,1.1828,0.0,-0.01,0.16,0.56,1.05,1.97,,,0.74,3.37,1.9216,0.00%
13924,022515,农银金盈债券C,2026-05-07,1.059,1.113,0.03,-0.06,0.14,0.85,1.39,1.97,,,1.3,4.23,1.843,0.00%
13925,023301,鹏华添和30天持有期债券A,2026-05-07,1.0236,1.0236,0.0,0.0,0.25,0.73,1.14,1.97,,,0.88,2.36,1.942,0.03%
13926,161029,富国中证银行指数(LOF)A,2026-05-07,1.719,1.805,-0.29,-1.09,-0.35,-0.41,-5.55,1.96,29.05,37.41,-4.5,87.7,0.9395,0.12%
13927,002483,富国泰利定开债发起式,2026-05-07,1.407,1.507,0.07,0.07,0.29,0.5,0.57,1.96,9.58,12.38,0.72,52.83,1.8827,0.08%
13928,004705,南方祥元债券A,2026-05-07,1.2321,1.4001,0.01,0.0,0.18,0.9,1.46,1.96,5.67,10.12,1.38,43.3,1.877,0.08%
13929,006701,红土创新稳健混合C,2026-05-07,1.5381,1.5381,0.37,0.94,2.94,1.81,0.48,1.96,5.02,9.36,1.55,53.81,2.0502,0.00%
13930,007582,中泰青月中短债A,2026-05-07,1.2112,1.2112,0.0,0.01,0.14,0.61,1.06,1.96,4.15,7.51,0.87,21.11,1.9185,0.03%
13931,006869,广发政策性金融债,2026-05-07,1.0562,1.2239,0.05,0.01,0.27,0.87,1.36,1.96,6.16,9.95,1.22,24.25,1.8178,0.08%
13932,007935,平安惠澜纯债A,2026-05-07,1.1527,1.2377,0.01,0.01,0.18,0.78,1.15,1.96,4.81,8.73,1.05,24.46,1.8736,0.08%
13933,009532,广发景明中短债E,2026-05-07,1.0318,1.1904,0.0,0.02,0.14,0.56,0.98,1.96,4.19,7.58,0.78,16.47,1.8995,0.00%
13934,010353,南方崇元纯债债券A,2026-05-07,1.2093,1.2543,0.02,0.02,0.3,1.31,1.49,1.96,6.46,12.97,2.09,25.64,1.8156,0.05%
13935,011660,汇添富中高等级信用债E,2026-05-07,1.1625,1.1625,-0.01,0.02,0.3,0.73,1.26,1.96,4.77,8.42,1.0,16.25,1.8932,0.00%
13936,012593,广发添财180天滚动持有债券E,2026-05-07,1.1513,1.1513,0.01,0.02,0.17,0.61,0.94,1.96,4.83,8.45,0.77,15.13,1.912,0.00%
13937,013974,国投瑞银恒誉90天持有期中短债A,2026-05-07,1.1228,1.1228,0.0,0.02,0.13,0.56,0.99,1.96,4.2,7.55,0.77,12.28,1.9337,0.03%
13938,016983,华泰柏瑞安盛一年持有期债券A,2026-05-07,1.1081,1.1081,0.05,0.13,-0.11,-0.64,1.11,1.96,5.32,8.88,0.78,10.81,1.8662,0.08%
13939,016093,华泰紫金添鑫30天滚动中短债发起A,2026-05-07,1.0963,1.0963,0.0,0.01,0.16,0.6,1.09,1.96,4.15,7.83,0.76,9.63,1.915,0.04%
13940,019204,鹏华丰康债券C,2026-05-07,1.0384,1.0706,0.01,0.0,0.21,0.76,1.42,1.96,4.76,,1.15,7.19,1.8418,0.00%
13941,021128,恒越季季乐3个月滚动持有债券C,2026-05-07,1.038,1.038,0.01,0.01,0.11,0.38,0.72,1.96,,,0.54,3.8,1.9346,0.00%
13942,022011,华富祥晖6个月持有期债券C,2026-05-07,1.0287,1.0287,0.0,0.0,0.2,0.74,0.89,1.96,,,0.81,2.87,1.9221,0.00%
13943,022620,永赢安和30天持有债券C,2026-05-07,1.0294,1.0294,0.02,0.03,0.17,0.55,1.04,1.96,,,0.76,2.94,1.941,0.00%
13944,022208,华安稳固收益债券E,2026-05-07,1.247,1.247,0.0,0.0,0.16,0.73,1.14,1.96,,,1.05,3.92,1.8791,0.00%
13945,000206,易方达投资级信用债债券C,2026-05-07,1.1575,1.6145,0.0,-0.03,0.08,0.7,1.36,1.95,3.96,8.86,1.13,73.66,1.8879,0.00%
13946,000694,鑫元鸿利A,2026-05-07,1.154,1.549,0.03,-0.01,0.22,0.65,1.09,1.95,4.99,11.63,0.96,60.65,1.8985,0.06%
13947,003121,中信保诚稳利A,2026-05-07,1.0851,1.295,0.01,0.0,0.15,0.74,1.18,1.95,4.86,8.45,1.02,32.4,1.8818,0.08%
13948,003549,浙商惠裕纯债A,2026-05-07,1.0605,1.3177,0.03,0.02,0.18,0.66,1.13,1.95,5.08,8.01,0.98,35.53,1.8732,0.08%
13949,519725,交银双轮动债券C,2026-05-07,1.0673,1.4833,0.01,0.02,0.16,0.63,1.05,1.95,2.85,6.77,0.87,57.99,1.8686,0.00%
13950,005554,南方恒生国企ETF联接A,2026-05-07,0.9566,0.9566,1.21,2.46,4.31,-4.1,-8.12,1.95,34.11,33.47,-3.9,-4.34,1.1954,0.12%
13951,006790,中信保诚景丰C,2026-05-07,1.0855,1.2464,0.02,0.0,0.18,0.63,1.11,1.95,5.8,9.72,0.92,26.9,1.9153,0.00%
13952,007765,前海开源1-3年国开债A,2026-05-07,1.0761,1.1661,0.04,0.01,0.29,0.84,1.39,1.95,3.1,5.76,1.15,17.18,1.8276,0.05%
13953,007105,国泰丰鑫纯债债券A,2026-05-07,1.0127,1.2178,0.01,-0.01,0.16,0.73,1.2,1.95,5.09,9.84,1.0,23.86,1.8974,0.06%
13954,007171,易方达中债3-5年国开行债A,2026-05-07,1.0131,1.2479,0.05,0.03,0.3,0.87,1.51,1.95,5.72,10.45,1.22,27.76,1.7855,0.04%
13955,008804,招商添华纯债A,2026-05-07,1.0402,1.1102,0.01,-0.01,0.25,0.71,1.17,1.95,4.36,5.97,1.05,11.32,1.8665,0.08%
13956,013076,建信鑫悦90天滚动中短债C,2026-05-07,1.1413,1.1413,0.01,0.02,0.18,0.68,1.11,1.95,4.25,7.74,0.94,14.13,1.9018,0.00%
13957,013374,中银证券安业债券C,2026-05-07,1.0646,1.1118,0.04,0.04,0.16,0.7,1.01,1.95,4.41,8.14,0.86,11.23,1.8956,0.00%
13958,014924,天弘优利短债发起A,2026-05-07,1.1099,1.1099,0.0,0.02,0.14,0.54,0.97,1.95,3.93,7.33,0.76,10.99,1.9005,0.02%
13959,016035,建信鑫福60天持有中短债债券C,2026-05-07,1.1086,1.1086,0.01,0.02,0.2,0.63,1.01,1.95,4.55,8.0,0.88,10.86,1.9121,0.00%
13960,016160,天弘安恒60天滚动持有短债C,2026-05-07,1.1059,1.1059,0.01,0.02,0.14,0.58,1.0,1.95,3.96,8.52,0.81,10.59,1.8887,0.00%
13961,016598,万家鑫安纯债债券E,2026-05-07,1.0224,1.1702,0.0,0.01,0.12,0.38,0.77,1.95,5.99,9.34,0.48,11.13,1.8733,0.00%
13962,018084,鹏华信用债6个月持有期债券C,2026-05-07,1.0692,1.0692,-0.02,0.06,0.63,0.57,1.1,1.95,4.77,,0.93,6.92,1.9062,0.00%
13963,019262,中信保诚嘉盛三个月定开债券A,2026-05-07,1.0232,1.0672,0.01,-0.03,0.24,0.98,1.49,1.95,5.02,,1.45,6.86,1.8578,0.06%
13964,020444,华西研究精选混合发起A,2026-05-07,1.0086,1.0086,0.82,-0.93,-4.11,-7.57,-4.07,1.95,7.49,,1.65,0.86,1.6529,0.15%
13965,020665,万家稳丰6个月持有期债券A,2026-05-07,1.0412,1.0412,0.03,0.13,0.86,0.95,1.7,1.95,4.12,,1.79,4.12,1.8787,0.03%
13966,019718,摩根悦享回报6个月持有期混合A,2026-05-07,1.0306,1.0306,0.42,0.35,0.81,-1.66,0.01,1.95,,,-0.05,3.06,1.8681,0.08%
13967,021283,上银慧元利90天持有期债券C,2026-05-07,1.0635,1.0635,0.0,0.02,0.15,0.55,0.88,1.95,,,0.7,6.35,1.9166,0.00%
13968,020936,国联益诚30天持有债券发起式C,2026-05-07,1.042,1.042,0.0,0.04,0.19,0.6,0.95,1.95,,,0.73,4.2,1.9071,0.00%
13969,021422,工银尊享短债债券D,2026-05-07,1.1566,1.1566,0.01,0.01,0.23,0.72,1.01,1.95,,,0.85,4.18,1.8941,0.04%
13970,021003,平安惠利纯债E,2026-05-07,1.0953,1.1393,0.02,0.01,0.17,0.72,1.11,1.95,3.63,,1.03,4.25,1.8599,0.00%
13971,021691,招商资管北证50成份指数发起C,2026-05-07,1.0777,1.0777,2.79,5.13,11.46,-7.12,-7.45,1.95,,,-2.53,7.77,1.0123,0.00%
13972,022649,博时月月兴30天持有期债券C,2026-05-07,1.0301,1.0301,0.01,0.01,0.14,0.4,0.69,1.95,,,0.57,3.01,1.9195,0.00%
13973,270049,广发纯债债券C,2026-05-07,1.2401,1.6853,0.01,-0.02,0.23,0.88,1.19,1.94,5.37,10.35,1.24,79.73,1.854,0.00%
13974,000943,工银中高等级信用债债券A,2026-05-07,1.3776,1.3776,0.01,-0.01,0.18,0.79,1.32,1.94,4.5,8.55,1.16,37.76,1.8483,0.08%
13975,000252,景顺长城景兴信用纯债债券A,2026-05-07,1.2152,1.5731,0.02,-0.02,0.18,0.87,1.39,1.94,5.35,10.2,1.33,63.14,1.8438,0.08%
13976,005853,财通聚利债券A,2026-05-07,1.1142,1.2853,0.01,0.0,0.21,1.07,1.49,1.94,4.59,9.6,1.29,30.46,1.8692,0.80%
13977,007218,蜂巢添幂中短债A,2026-05-07,1.0454,1.2054,0.01,-0.04,0.32,0.78,1.07,1.94,4.71,8.2,0.97,21.6,1.8815,0.04%
13978,010221,海富通消费核心混合C,2026-05-07,0.9715,0.9715,2.45,3.52,8.27,-6.14,-4.02,1.94,33.32,36.6,-2.99,-2.85,2.5763,0.00%
13979,011044,中银顺泽回报一年持有期混合A,2026-05-07,0.929,0.929,0.17,0.2,0.49,-0.09,0.28,1.94,2.02,2.16,0.56,-7.1,1.864,0.12%
13980,008719,德邦安顺混合A,2026-05-07,0.9662,0.9662,0.09,1.18,3.59,1.94,2.01,1.94,4.08,2.32,1.76,-3.38,1.9091,0.10%
13981,013036,南方旺元60天滚动持有中短债C,2026-05-07,1.1033,1.1383,0.01,0.01,0.13,0.55,0.94,1.94,3.76,6.71,0.77,11.56,1.8807,0.00%
13982,014028,招商中证银行指数C,2026-05-07,1.607,1.607,-0.3,-1.13,-0.42,-0.5,-5.6,1.94,28.47,36.75,-4.52,32.97,0.9042,0.00%
13983,013804,财通资管鸿越3个月滚动持有债券A,2026-05-07,1.1706,1.1706,0.01,0.01,0.21,0.53,0.92,1.94,4.92,9.12,0.84,17.06,1.8799,0.04%
13984,015615,天弘丰益债券发起A,2026-05-07,1.0521,1.14,0.01,-0.02,0.35,0.91,1.32,1.94,7.01,11.81,1.2,14.52,1.8056,0.08%
13985,015746,博时四月享120天持有期债券A,2026-05-07,1.1195,1.1195,0.01,0.02,0.15,0.61,1.07,1.94,4.03,8.88,0.83,11.95,1.9024,0.30%
13986,016875,交银稳安30天滚动持有债券A,2026-05-07,1.0995,1.0995,0.0,0.02,0.11,0.57,0.92,1.94,4.94,8.76,0.75,9.95,1.8999,0.02%
13987,016608,中金安盈90天持有中短债C,2026-05-07,1.0989,1.0989,0.0,0.0,0.18,0.71,1.18,1.94,4.74,8.01,0.98,9.89,1.901,0.00%
13988,016904,华夏安益短债债券A,2026-05-07,1.0316,1.0316,0.0,-0.03,0.25,0.63,0.97,1.94,3.62,2.75,0.85,3.16,1.9267,0.03%
13989,017529,财通安益中短债债券A,2026-05-07,1.0838,1.0838,0.0,0.01,0.14,0.66,1.09,1.94,4.35,8.34,0.95,8.38,1.8801,0.03%
13990,018880,中欧稳丰90天持有债券A,2026-05-07,1.0799,1.0799,0.02,0.03,0.24,0.72,1.07,1.94,5.4,,0.88,7.99,1.887,0.04%
13991,019581,浦银悦享30天持有债券A,2026-05-07,1.0684,1.0684,0.01,0.01,0.16,0.66,1.11,1.94,4.84,,0.91,6.84,1.8785,0.04%
13992,020974,鑫元鸿利C,2026-05-07,1.1526,1.1526,0.03,0.0,0.22,0.65,1.08,1.94,4.92,,0.95,5.96,1.8828,0.00%
13993,021063,工银瑞升债券A,2026-05-07,1.0415,1.0475,0.06,0.01,0.21,0.74,1.4,1.94,,,1.09,4.77,1.7885,0.04%
13994,020738,安信宝利债券(LOF)C,2026-05-07,1.0712,1.1452,0.04,0.21,0.38,0.24,1.05,1.94,3.83,,0.87,5.45,1.9123,0.00%
13995,020150,易方达安泽180天持有期债券C,2026-05-07,1.0191,1.0561,-0.02,-0.02,-0.06,0.39,0.91,1.94,4.57,,0.71,5.63,1.8786,0.00%
13996,022552,天弘优利短债发起D,2026-05-07,1.1099,1.1099,0.0,0.02,0.14,0.54,0.96,1.94,,,0.76,3.04,1.8911,0.025%
13997,022329,中泰安弘债券C,2026-05-07,1.0718,1.0718,0.03,-0.06,0.16,0.75,1.15,1.94,,,1.11,7.01,1.8241,0.00%
13998,261102,景顺长城优信增利债券C,2026-05-07,1.0514,1.623,0.0,-0.02,0.15,0.74,1.2,1.93,5.75,9.35,1.09,70.94,1.8252,0.00%
13999,003288,中信保诚稳益C,2026-05-07,1.0905,1.2912,0.01,0.0,0.14,0.74,1.19,1.93,4.61,8.12,1.03,31.88,1.8566,0.00%
14000,003330,万家鑫安纯债债券C,2026-05-07,1.0216,1.3495,0.01,0.02,0.13,0.39,0.77,1.93,6.06,9.61,0.49,40.07,1.8447,0.00%
14001,008805,招商添华纯债C,2026-05-07,1.0387,1.1087,0.01,-0.01,0.24,0.7,1.16,1.93,4.3,5.92,1.04,11.16,1.8398,0.00%
14002,008409,景顺长城景泰裕利纯债债券A,2026-05-07,1.12,1.2069,0.01,-0.04,0.23,0.77,1.23,1.93,5.55,10.11,1.23,21.32,1.8545,0.08%
14003,010811,湘财久盈中短债C,2026-05-07,1.0619,1.1492,0.01,0.02,0.18,0.55,0.92,1.93,4.29,7.47,0.72,15.41,1.9,0.00%
14004,011493,华泰紫金丰睿债券发起C,2026-05-07,1.0642,1.0642,0.16,0.58,2.94,0.87,0.84,1.93,4.33,2.3,0.73,6.42,1.8081,0.00%
14005,011791,招商瑞盈9个月持有期混合A,2026-05-07,1.1023,1.1023,0.08,-0.05,0.25,-1.38,-0.14,1.93,8.52,8.48,-0.33,10.23,1.7539,0.12%
14006,013156,兴银稳安60天滚动持有债券E,2026-05-07,1.1552,1.1552,0.0,0.01,0.17,0.65,1.07,1.93,4.06,8.36,0.87,14.5,1.9054,0.00%
14007,013281,国泰海通30天滚动持有中短债A,2026-05-07,1.1413,1.1413,0.01,0.02,0.14,0.54,0.99,1.93,4.2,8.02,0.77,14.13,1.8927,0.04%
14008,013336,天弘安悦90天滚动持有短债发起C,2026-05-07,1.1194,1.1194,0.0,0.02,0.15,0.58,1.0,1.93,3.89,7.33,0.77,11.94,1.884,0.00%
14009,013663,富国安福30天滚动持有短债发起A,2026-05-07,1.1312,1.1312,0.01,0.02,0.2,0.59,0.91,1.93,4.18,7.83,0.74,13.12,1.9007,0.04%
14010,013863,财通多利债券C,2026-05-07,1.1362,1.1362,0.01,0.03,0.18,0.62,1.02,1.93,3.99,7.44,0.83,13.62,1.9013,0.00%
14011,014251,建信鑫怡90天滚动持有中短债债券C,2026-05-07,1.122,1.122,0.0,0.01,0.18,0.74,1.16,1.93,4.19,7.92,0.98,12.2,1.8888,0.00%
14012,013102,华夏稳福六个月持有混合C,2026-05-07,1.1065,1.1065,0.14,0.14,0.44,-0.32,0.34,1.93,6.02,9.76,0.67,10.65,1.7846,0.00%
14013,014101,鹏扬中债3-5年国开债指数A,2026-05-07,1.066,1.149,0.04,0.02,0.31,0.94,1.59,1.93,6.88,12.72,1.32,15.3,1.7564,0.04%
14014,009172,永赢中债-1-5年国开债指数C,2026-05-07,1.0767,1.1867,0.04,0.02,0.38,1.01,1.7,1.93,5.61,10.23,1.42,19.0,1.752,0.00%
14015,007199,永赢泰利债券A,2026-05-07,1.1404,1.1594,0.01,-0.08,0.15,0.83,1.29,1.93,4.8,9.81,1.18,16.18,1.8123,0.08%
14016,018799,易方达安裕60天持有债券C,2026-05-07,1.0797,1.0797,0.01,0.02,0.14,0.56,0.98,1.93,4.15,,0.77,7.97,1.8969,0.00%
14017,020995,景顺长城景兴信用纯债债券F,2026-05-07,1.2154,1.2494,0.01,-0.02,0.17,0.87,1.38,1.93,5.31,,1.33,6.35,1.8349,0.00%
14018,019663,易方达兴利180天持有债券C,2026-05-07,1.0872,1.0872,0.02,0.06,0.08,0.88,1.6,1.93,7.97,,1.2,8.72,1.8168,0.00%
14019,021008,长盛嘉鑫30天持有纯债C,2026-05-07,1.0334,1.0334,0.02,-0.01,0.21,0.65,1.14,1.93,,,0.95,3.34,1.873,0.00%
14020,023441,前海开源北证50成份指数发起A,2026-05-07,1.0832,1.0832,2.66,4.83,10.95,-6.75,-7.72,1.93,,,-2.48,8.32,1.0165,0.10%
14021,650002,英大纯债债券C,2026-05-07,1.1638,1.5668,-0.01,0.01,0.22,0.43,0.74,1.92,5.57,10.01,0.74,67.26,1.809,0.00%
14022,002928,长盛盛和纯债C,2026-05-07,1.093,1.2673,0.0,-0.03,0.18,0.77,1.21,1.92,5.23,9.43,1.13,29.18,1.8467,0.00%
14023,519622,银河君怡债券,2026-05-07,1.0213,1.2817,0.01,0.0,0.13,0.22,1.28,1.92,3.71,6.03,0.29,31.52,1.8697,0.08%
14024,004710,民生加银鹏程混合A,2026-05-07,1.2851,1.3351,-0.05,0.39,2.24,0.71,1.24,1.92,4.06,-0.03,1.56,34.67,1.8143,0.06%
14025,006436,浦银安盛中短债A,2026-05-07,1.123,1.234,0.0,0.0,0.17,0.67,1.03,1.92,4.34,8.2,0.92,24.45,1.8594,0.04%
14026,008646,天弘增利短债发起A,2026-05-07,1.1619,1.1678,0.01,0.03,0.16,0.55,0.97,1.92,3.9,7.01,0.75,16.81,1.8853,0.03%
14027,010598,创金合信景雯灵活配置混合C,2026-05-07,1.1738,1.1738,0.07,-0.02,0.53,-2.2,-0.29,1.92,10.24,11.38,-0.84,17.38,1.6893,0.00%
14028,010634,天弘合益债券发起A,2026-05-07,1.0139,1.1307,0.0,0.01,0.27,0.88,1.18,1.92,4.29,7.95,1.19,13.69,1.838,0.08%
14029,013111,中金安益30天滚动持有短债发起A,2026-05-07,1.1343,1.1343,0.0,0.02,0.16,0.59,1.03,1.92,4.6,8.1,0.8,13.43,1.8771,0.04%
14030,013865,平安元泓30天滚动持有短债C,2026-05-07,1.123,1.123,0.01,0.02,0.19,0.56,1.11,1.92,4.09,7.41,0.82,12.3,1.9056,0.00%
14031,014097,鹏扬利鑫60天滚动持有债券A,2026-05-07,1.1303,1.1303,0.0,0.02,0.14,0.57,0.99,1.92,4.3,8.08,0.83,13.03,1.8839,0.04%
14032,014883,鑫元悦享60天滚动持有中短债C,2026-05-07,1.119,1.119,0.01,0.02,0.15,0.57,0.88,1.92,4.7,8.55,0.76,11.9,1.8847,0.00%
14033,016396,交银稳益短债债券A,2026-05-07,1.0575,1.0845,0.0,0.02,0.17,0.6,0.94,1.92,3.94,7.4,0.79,8.57,1.8884,0.03%
14034,015581,国寿安保泰然纯债债券,2026-05-07,1.1067,1.1177,0.02,0.0,0.18,0.73,1.26,1.92,6.07,10.32,1.14,11.79,1.8455,0.08%
14035,016662,平安元福短债发起式A,2026-05-07,1.0979,1.0979,0.0,0.02,0.14,0.41,0.9,1.92,4.42,7.41,0.6,9.79,1.8744,0.03%
14036,016725,农银品质农业股票A,2026-05-07,0.7871,0.7871,-1.62,-1.48,0.01,-4.08,-1.38,1.92,-9.02,-15.08,-0.62,-21.29,2.3803,0.12%
14037,017307,招商鑫嘉中短债债券A,2026-05-07,1.0933,1.0933,0.01,0.03,0.18,0.62,0.97,1.92,4.68,8.27,0.8,9.33,1.8919,0.035%
14038,016711,贝莱德欣悦丰利债券A,2026-05-07,1.0495,1.0495,0.08,0.1,0.56,0.6,0.84,1.92,2.62,5.28,1.01,4.95,1.8635,0.08%
14039,018186,东方红益丰纯债债券C,2026-05-07,1.0438,1.1588,0.0,-0.01,0.19,0.74,1.11,1.92,4.81,8.62,0.97,9.02,1.8441,0.00%
14040,017545,弘毅远方中短债债券A,2026-05-07,1.042,1.062,0.01,0.01,0.22,0.6,1.21,1.92,3.67,,0.85,6.27,1.8772,0.04%
14041,003439,招商招怡纯债C,2026-05-07,1.1423,1.2417,0.02,0.01,0.23,0.87,1.28,1.92,4.96,9.22,1.18,25.95,1.8456,0.00%
14042,021226,汇丰晋信平稳增利中短债债券D,2026-05-07,1.1192,1.1638,0.0,0.01,0.14,0.57,0.97,1.92,3.81,,0.81,3.99,1.8713,0.09%
14043,020968,国投瑞银顺昌纯债债券C,2026-05-07,1.1482,1.1732,0.01,0.0,0.15,0.77,1.25,1.92,4.55,,1.15,5.23,1.863,0.00%
14044,022396,国泰海通稳健添利债券C,2026-05-07,1.0093,1.0203,0.02,0.05,0.39,0.77,0.75,1.92,,,0.86,2.04,1.8034,0.00%
14045,023540,中欧稳航90天持有债券A,2026-05-07,1.0193,1.0193,-0.01,0.11,0.52,0.76,1.35,1.92,,,1.22,1.93,,0.04%
14046,023297,富国安阳90天持有期债券发起式C,2026-05-07,1.0208,1.0208,0.01,0.03,0.29,0.56,0.87,1.92,,,0.75,2.08,,0.00%
14047,022060,信澳鑫怡债券C,2026-05-07,1.0205,1.0205,-0.08,-0.03,0.24,-0.08,0.91,1.92,,,0.7,2.05,1.8972,0.00%
14048,001331,鹏华弘信混合A,2026-05-07,1.6852,1.7165,-0.01,-0.01,0.17,0.69,1.12,1.91,5.08,10.2,0.98,73.14,1.8186,0.04%
14049,003002,国金及第中短债债券A,2026-05-07,1.0666,1.1638,0.01,0.01,0.17,0.68,1.09,1.91,4.5,8.7,0.93,16.9,1.8526,0.00%
14050,519784,交银境尚收益债券A,2026-05-07,1.0885,1.3049,0.03,-0.05,0.47,0.96,1.32,1.91,4.6,8.3,1.38,34.12,1.8432,0.08%
14051,004544,嘉实稳华纯债债券A,2026-05-07,1.0545,1.3002,0.0,0.06,0.05,0.37,0.65,1.91,2.43,4.46,0.34,31.88,1.9038,0.08%
14052,006210,东方臻宝纯债债券A,2026-05-07,3.6189,4.8229,0.01,-0.03,0.22,0.82,0.95,1.91,7.69,14.18,1.03,402.04,1.8147,0.08%
14053,006837,银华信用四季红债券C,2026-05-07,1.0188,1.2793,0.01,-0.01,0.13,0.73,1.14,1.91,4.15,7.65,1.01,22.06,1.8457,0.00%
14054,006851,平安中短债债券E,2026-05-07,1.2177,1.2527,0.0,-0.01,0.15,0.54,1.03,1.91,3.61,6.86,0.72,25.69,1.8655,0.00%
14055,007295,天弘安益债券A,2026-05-07,1.1053,1.2493,0.02,0.01,0.28,0.99,1.4,1.91,5.04,10.77,1.36,26.72,1.824,0.05%
14056,011409,天弘益新混合C,2026-05-07,1.0529,1.0529,0.02,0.43,1.61,0.84,1.4,1.91,4.55,2.74,1.34,5.29,1.8673,0.00%
14057,012395,兴业60天滚动持有短债债券A,2026-05-07,1.1497,1.1497,0.01,0.01,0.15,0.55,1.02,1.91,4.21,7.69,0.8,14.97,1.8786,0.04%
14058,013728,创金合信恒宁30天滚动持有短债债券A,2026-05-07,1.1245,1.1245,0.0,0.02,0.12,0.5,0.91,1.91,4.29,7.56,0.71,12.45,1.8753,0.01%
14059,013752,中信建投稳益90天滚动持有中短债C,2026-05-07,1.1346,1.1346,0.0,0.02,0.23,0.78,1.21,1.91,4.03,8.73,1.0,13.46,1.8583,0.00%
14060,013800,财通安裕30天持有期中短债C,2026-05-07,1.1169,1.1169,0.0,0.0,0.18,0.64,0.94,1.91,3.96,6.88,0.81,11.69,1.8605,0.00%
14061,007603,景顺长城中短债A,2026-05-07,1.1655,1.1976,0.01,0.01,0.17,0.62,1.01,1.91,4.29,7.8,0.89,19.95,1.8527,0.04%
14062,009171,永赢中债-1-5年国开债指数A,2026-05-07,1.0855,1.1955,0.04,0.02,0.28,0.93,1.63,1.91,5.73,10.56,1.34,19.89,1.7458,0.05%
14063,015848,天弘合益债券发起D,2026-05-07,1.0138,1.1298,0.0,0.0,0.27,0.88,1.17,1.91,4.29,7.95,1.18,10.35,1.828,0.09%
14064,018602,长城集利债券发起式C,2026-05-07,1.0805,1.0805,-0.02,0.0,0.39,0.41,0.43,1.91,5.56,,0.56,8.05,1.8667,0.00%
14065,020286,中证兴业中高等级信用债指数C,2026-05-07,1.199,1.203,0.01,-0.02,0.17,0.72,1.15,1.91,4.99,,1.03,7.46,1.8285,0.00%
14066,020578,国富恒兴债券C,2026-05-07,1.0689,1.0689,0.06,-0.04,1.18,0.23,0.75,1.91,6.82,,0.47,6.89,1.7419,0.00%
14067,021105,银华中债0-5年政策性金融债指数,2026-05-07,1.0382,1.0622,0.04,0.01,0.3,0.91,1.49,1.91,6.23,,1.31,6.25,1.7576,0.05%
14068,021332,安信60天滚动持有债券A,2026-05-07,1.0433,1.0433,0.01,0.04,0.39,0.84,1.12,1.91,,,0.97,4.33,1.8947,0.02%
14069,022068,建信鑫源90天持有期债券C,2026-05-07,1.024,1.024,0.0,0.01,0.18,0.67,1.15,1.91,,,0.95,2.4,1.8703,0.00%
14070,110036,易方达双债增强债券C,2026-05-07,1.823,2.295,-0.16,-0.22,0.0,-0.65,-0.38,1.9,6.73,10.02,0.33,150.86,1.5599,0.00%
14071,003547,鹏华丰禄债券,2026-05-07,1.0532,1.4866,0.01,-0.05,0.11,0.56,1.12,1.9,6.32,11.56,1.14,58.95,1.8069,0.08%
